source,target,type,weight
12617,12611,directed,1
12596,64427,directed,1
12596,64405,directed,1
12596,64408,directed,1
12618,46525,directed,1
12618,64428,directed,1
12618,48137,directed,1
12618,46527,directed,1
12618,56429,directed,1
12618,48617,directed,1
12618,46529,directed,1
8955,47011,directed,1
12619,48115,directed,1
12619,51006,directed,1
12620,47818,directed,1
12596,64429,directed,1
12596,64405,directed,1
5134,64430,directed,1
12621,46432,directed,1
12596,46416,directed,1
9212,61856,directed,1
12622,46779,directed,1
12597,64390,directed,1
12623,12624,directed,1
12624,12624,directed,1
12625,12624,directed,1
12626,46592,directed,1
12627,64431,directed,1
12627,64432,directed,1
12628,50954,directed,1
12628,1071,directed,1
12629,50389,directed,1
12596,64433,directed,1
12596,64405,directed,1
10019,46432,directed,1
224,46461,directed,1
12630,64434,directed,1
12596,64435,directed,1
12596,64405,directed,1
12631,53944,directed,1
12632,64436,directed,1
12632,49296,directed,1
12632,49799,directed,1
12632,49257,directed,1
12632,64437,directed,1
3058,50000,directed,1
3058,50001,directed,1
3058,50002,directed,1
3058,50004,directed,1
3058,50003,directed,1
12596,64438,directed,1
2233,50115,directed,1
12633,64439,directed,1
12596,64440,directed,1
12596,46105,directed,1
12596,46862,directed,1
12634,64441,directed,1
12634,52426,directed,1
12635,64442,directed,1
12635,64443,directed,1
12635,64444,directed,1
12636,64445,directed,1
12637,64446,directed,1
12637,64447,directed,1
10019,64448,directed,1
10019,64449,directed,1
12638,64450,directed,1
12638,64451,directed,1
12638,64452,directed,1
3996,3996,directed,1
12639,64453,directed,1
12640,64454,directed,1
12641,64163,directed,1
12642,64455,directed,1
12643,45876,directed,1
12644,52431,directed,1
12645,64456,directed,1
12646,46432,directed,1
365,64457,directed,1
365,64458,directed,1
365,64458,directed,1
12647,64459,directed,1
12648,64460,directed,1
12649,64461,directed,1
6630,46459,directed,1
12650,54469,directed,1
12650,56680,directed,1
12651,64462,directed,1
12651,64463,directed,1
12652,64464,directed,1
12652,37250,directed,1
12653,64465,directed,1
12653,64466,directed,1
12653,64467,directed,1
12654,46592,directed,1
12655,54796,directed,1
12655,64468,directed,1
12655,64469,directed,1
12656,55265,directed,1
12656,64470,directed,1
12656,47329,directed,1
12657,64471,directed,1
12658,64472,directed,1
12659,12659,directed,1
12660,62312,directed,1
12661,51465,directed,1
12662,64473,directed,1
12663,12663,directed,1
12664,64474,directed,1
12664,64474,directed,1
12665,46534,directed,1
12665,45836,directed,1
12666,64475,directed,1
12667,64476,directed,1
12667,64477,directed,1
12668,47010,directed,1
12669,45876,directed,1
1200,2944,directed,1
12670,46029,directed,1
12670,46495,directed,1
6795,46432,directed,1
12671,64478,directed,1
12672,64479,directed,1
12673,54894,directed,1
12674,46432,directed,1
420,64480,directed,1
420,46635,directed,1
12675,47011,directed,1
12675,64481,directed,1
12676,64482,directed,1
12676,64483,directed,1
12677,3958,directed,1
12678,46459,directed,1
12679,45876,directed,1
12679,47741,directed,1
12680,45911,directed,1
10019,64484,directed,1
12681,46592,directed,1
2944,1200,directed,1
12682,64485,directed,1
12682,64486,directed,1
12682,12940,directed,1
12683,64487,directed,1
12683,64488,directed,1
12683,64489,directed,1
224,64490,directed,1
12684,64491,directed,1
12684,64492,directed,1
12684,46592,directed,1
12685,64493,directed,1
12685,64494,directed,1
12685,64495,directed,1
12685,64496,directed,1
12685,51568,directed,1
1755,48349,directed,1
12686,64497,directed,1
5634,45876,directed,1
10019,64498,directed,1
12687,49569,directed,1
12688,64499,directed,1
12689,58008,directed,1
12690,64500,directed,1
12690,64501,directed,1
12690,64502,directed,1
12691,64503,directed,1
12672,64479,directed,1
12692,64504,directed,1
12692,64505,directed,1
12693,61168,directed,1
12694,45876,directed,1
12695,64506,directed,1
1808,392,directed,1
12696,46459,directed,1
12672,64479,directed,1
12697,52553,directed,1
12697,49775,directed,1
12698,64507,directed,1
12698,63330,directed,1
12699,48748,directed,1
12699,64508,directed,1
12699,64509,directed,1
12700,17491,directed,1
3432,3432,directed,1
12701,12710,directed,1
12701,12726,directed,1
12701,12701,directed,1
12702,62207,directed,1
12645,64510,directed,1
12703,64511,directed,1
12703,64512,directed,1
12703,64513,directed,1
12703,64514,directed,1
12703,46489,directed,1
12703,64515,directed,1
12703,64516,directed,1
12703,64517,directed,1
12703,64518,directed,1
12703,64519,directed,1
12703,64520,directed,1
12703,64521,directed,1
12703,64522,directed,1
12703,64523,directed,1
12704,48209,directed,1
12705,64524,directed,1
12705,64525,directed,1
12706,64526,directed,1
12707,64527,directed,1
6795,46432,directed,1
6795,58008,directed,1
12702,41103,directed,1
12708,64528,directed,1
12708,64529,directed,1
12705,64530,directed,1
12705,64525,directed,1
12705,64531,directed,1
12709,46128,directed,1
12702,48034,directed,1
12705,64525,directed,1
12710,12701,directed,1
12710,12726,directed,1
12711,64532,directed,1
12711,64533,directed,1
12711,64534,directed,1
12711,64535,directed,1
12711,64536,directed,1
12712,45876,directed,1
1983,45876,directed,1
12713,64537,directed,1
12713,64538,directed,1
12713,64539,directed,1
12713,64540,directed,1
12713,64541,directed,1
12713,64542,directed,1
12713,64543,directed,1
12713,64544,directed,1
12714,46432,directed,1
5586,53848,directed,1
5586,62675,directed,1
5586,64545,directed,1
5586,64546,directed,1
12715,64547,directed,1
12715,64548,directed,1
12715,64549,directed,1
12715,64550,directed,1
12715,64551,directed,1
12715,64552,directed,1
12715,64553,directed,1
12715,64554,directed,1
12715,64555,directed,1
12715,64556,directed,1
12715,64557,directed,1
12715,64558,directed,1
12715,64559,directed,1
12715,64560,directed,1
12715,64561,directed,1
12715,64562,directed,1
12715,64563,directed,1
12715,64564,directed,1
12715,64565,directed,1
12715,64566,directed,1
12715,64567,directed,1
12715,64568,directed,1
12715,64569,directed,1
12715,22722,directed,1
12715,64570,directed,1
12715,64571,directed,1
12715,64572,directed,1
12715,64573,directed,1
12715,64574,directed,1
12715,64575,directed,1
12715,64576,directed,1
12715,64577,directed,1
12715,64578,directed,1
12715,64579,directed,1
12715,64580,directed,1
12715,64581,directed,1
12715,64582,directed,1
12715,64583,directed,1
12715,64584,directed,1
12715,64585,directed,1
12715,64586,directed,1
12715,64587,directed,1
12715,64588,directed,1
12672,64479,directed,1
12716,46432,directed,1
12717,46653,directed,1
12718,46013,directed,1
12718,41743,directed,1
12719,64589,directed,1
12720,47179,directed,1
12721,47329,directed,1
12722,64590,directed,1
12722,64591,directed,1
12723,60186,directed,1
12724,64592,directed,1
12725,46166,directed,1
12726,12710,directed,1
12727,26849,directed,1
12728,64593,directed,1
12729,48555,directed,1
365,25882,directed,1
365,64594,directed,1
365,64595,directed,1
365,64596,directed,1
365,64597,directed,1
365,64598,directed,1
365,46323,directed,1
365,17553,directed,1
365,64599,directed,1
365,25882,directed,1
12681,46592,directed,1
12708,64600,directed,1
10178,64601,directed,1
10178,64602,directed,1
10178,64603,directed,1
12730,47988,directed,1
12730,26449,directed,1
12731,64604,directed,1
12654,46592,directed,1
12732,45876,directed,1
12732,45911,directed,1
12732,45912,directed,1
12732,64605,directed,1
12732,46420,directed,1
12732,64606,directed,1
12732,46274,directed,1
12732,45838,directed,1
12733,64607,directed,1
1673,45876,directed,1
1673,48223,directed,1
12734,46653,directed,1
12735,64608,directed,1
12735,64609,directed,1
12736,46472,directed,1
12737,64610,directed,1
12737,52609,directed,1
12737,64611,directed,1
12737,64612,directed,1
12737,52365,directed,1
12737,64613,directed,1
12737,48456,directed,1
12737,64614,directed,1
12737,64615,directed,1
12737,64616,directed,1
12737,64617,directed,1
12737,63005,directed,1
12737,62743,directed,1
12737,64618,directed,1
2233,50115,directed,1
12733,64619,directed,1
12604,64396,directed,1
12738,46432,directed,1
12739,48959,directed,1
12739,64620,directed,1
12740,64621,directed,1
12741,64622,directed,1
10019,64484,directed,1
12742,64623,directed,1
12742,64624,directed,1
12742,64625,directed,1
12742,64626,directed,1
12742,64627,directed,1
12742,64628,directed,1
12743,47815,directed,1
12723,46432,directed,1
12744,64629,directed,1
12702,62888,directed,1
266,46323,directed,1
266,64630,directed,1
266,21609,directed,1
266,28441,directed,1
266,46929,directed,1
266,64631,directed,1
266,64632,directed,1
12745,64633,directed,1
10557,46432,directed,1
12702,64634,directed,1
12746,64635,directed,1
12747,55698,directed,1
12747,64636,directed,1
12748,14897,directed,1
12748,64637,directed,1
12749,48593,directed,1
12750,64638,directed,1
12751,35002,directed,1
12752,64639,directed,1
12752,64640,directed,1
12753,64641,directed,1
12751,35002,directed,1
12751,46653,directed,1
12705,64642,directed,1
12705,64643,directed,1
12702,64644,directed,1
2884,64645,directed,1
2884,64646,directed,1
12754,64647,directed,1
12755,46294,directed,1
12756,51713,directed,1
12729,47988,directed,1
12757,55623,directed,1
12758,64648,directed,1
10019,64448,directed,1
10019,64484,directed,1
12759,51044,directed,1
12759,64649,directed,1
12759,45876,directed,1
12759,45836,directed,1
12759,49636,directed,1
12759,45911,directed,1
12759,64650,directed,1
12760,54663,directed,1
12760,47149,directed,1
12604,64396,directed,1
12761,50803,directed,1
12762,64651,directed,1
12762,46432,directed,1
12708,64652,directed,1
12708,64600,directed,1
12763,12763,directed,1
12764,64653,directed,1
12764,48454,directed,1
12764,64654,directed,1
12765,64655,directed,1
12765,64656,directed,1
12766,64657,directed,1
12767,50116,directed,1
12767,54796,directed,1
1200,2944,directed,1
12768,46432,directed,1
12769,45876,directed,1
12770,46683,directed,1
12771,12771,directed,1
12772,50352,directed,1
12773,64658,directed,1
12774,64659,directed,1
1200,2944,directed,1
12654,45970,directed,1
12654,46592,directed,1
12775,47818,directed,1
12776,64660,directed,1
12777,64661,directed,1
12778,46255,directed,1
12778,45876,directed,1
12778,47323,directed,1
12779,45845,directed,1
12780,49775,directed,1
12780,64662,directed,1
10019,64448,directed,1
10019,21873,directed,1
12610,64663,directed,1
12777,64664,directed,1
12723,64665,directed,1
12781,50151,directed,1
12781,64666,directed,1
12781,64667,directed,1
12782,64668,directed,1
12783,53661,directed,1
12783,64669,directed,1
12783,45876,directed,1
12784,64670,directed,1
12785,48382,directed,1
12786,41365,directed,1
12786,49099,directed,1
12777,62670,directed,1
12622,1644,directed,1
12787,46432,directed,1
12788,64671,directed,1
12789,64672,directed,1
12790,47168,directed,1
12791,64673,directed,1
12791,64674,directed,1
12792,64675,directed,1
12793,64676,directed,1
12793,64677,directed,1
12793,64678,directed,1
12793,64679,directed,1
12793,64680,directed,1
12793,64681,directed,1
12793,64682,directed,1
12793,64683,directed,1
12793,52756,directed,1
12793,64684,directed,1
12793,64685,directed,1
12793,64686,directed,1
12793,64687,directed,1
12794,64688,directed,1
12795,64689,directed,1
12596,64690,directed,1
12596,64691,directed,1
12616,45839,directed,1
12796,64692,directed,1
12796,64693,directed,1
12596,64690,directed,1
12596,64691,directed,1
12797,64694,directed,1
12797,64695,directed,1
2910,2910,directed,1
12798,64696,directed,1
12609,64400,directed,1
12596,46417,directed,1
12799,62141,directed,1
12609,64697,directed,1
12609,45876,directed,1
12800,46823,directed,1
12596,64698,directed,1
12801,46432,directed,1
12801,48209,directed,1
12596,64699,directed,1
12596,64700,directed,1
12622,64701,directed,1
12802,47416,directed,1
12596,47130,directed,1
12803,45876,directed,1
12803,49725,directed,1
12622,64702,directed,1
12804,64703,directed,1
12805,47000,directed,1
12806,64704,directed,1
12806,45836,directed,1
12807,46807,directed,1
12807,46340,directed,1
12622,13341,directed,1
12622,46105,directed,1
12808,50715,directed,1
9697,64705,directed,1
12809,64706,directed,1
12810,64707,directed,1
12810,51568,directed,1
12811,46432,directed,1
12812,54704,directed,1
12622,17426,directed,1
12813,64708,directed,1
12814,45876,directed,1
12616,45836,directed,1
12815,45978,directed,1
12816,47168,directed,1
4059,13558,directed,1
12817,64709,directed,1
12818,47944,directed,1
12818,52606,directed,1
10019,62546,directed,1
10019,62462,directed,1
10019,64710,directed,1
10019,64711,directed,1
778,48975,directed,1
12819,62430,directed,1
12820,64712,directed,1
12820,64713,directed,1
12820,64714,directed,1
12821,64715,directed,1
266,46323,directed,1
266,64630,directed,1
266,21609,directed,1
266,28441,directed,1
266,46929,directed,1
266,64631,directed,1
266,64632,directed,1
12822,46801,directed,1
12792,64716,directed,1
12823,64717,directed,1
12824,64718,directed,1
12622,64359,directed,1
12792,64719,directed,1
12825,64720,directed,1
12826,12826,directed,1
12826,64721,directed,1
12792,64722,directed,1
12792,64723,directed,1
12827,64724,directed,1
12792,64725,directed,1
12828,64726,directed,1
12829,64727,directed,1
12830,64728,directed,1
12830,50082,directed,1
12830,49775,directed,1
12830,64729,directed,1
12830,64391,directed,1
2233,47210,directed,1
12708,64529,directed,1
12708,64528,directed,1
12831,62468,directed,1
12832,64730,directed,1
12833,64731,directed,1
12833,64732,directed,1
12792,64733,directed,1
12792,64734,directed,1
651,45876,directed,1
12834,64735,directed,1
1200,2944,directed,1
12792,64722,directed,1
12835,45989,directed,1
4341,47011,directed,1
4341,46757,directed,1
12792,64736,directed,1
12792,64737,directed,1
12792,64738,directed,1
10019,52789,directed,1
12792,64739,directed,1
12836,25538,directed,1
12836,64740,directed,1
12837,64741,directed,1
12596,64742,directed,1
12596,64406,directed,1
12596,64405,directed,1
2233,46650,directed,1
12596,64743,directed,1
12596,64405,directed,1
12596,64408,directed,1
12838,45876,directed,1
12616,45836,directed,1
1474,48034,directed,1
12839,64744,directed,1
12839,64745,directed,1
12839,64746,directed,1
12839,64747,directed,1
12839,64748,directed,1
12839,64749,directed,1
12702,64750,directed,1
3324,46432,directed,1
12723,1169,directed,1
12840,64751,directed,1
12841,778,directed,1
12841,64752,directed,1
12841,47023,directed,1
12841,1262,directed,1
5569,46459,directed,1
5569,47988,directed,1
12842,46057,directed,1
12476,13010,directed,1
12843,64753,directed,1
12843,64754,directed,1
12844,33130,directed,1
12845,64755,directed,1
12846,13333,directed,1
12847,64756,directed,1
12848,64757,directed,1
12848,62205,directed,1
12672,64758,directed,1
12849,59663,directed,1
12705,64759,directed,1
12705,64484,directed,1
12850,46432,directed,1
1808,392,directed,1
12702,62861,directed,1
12851,64760,directed,1
12852,64761,directed,1
12853,46432,directed,1
12854,64762,directed,1
12702,62861,directed,1
12855,64763,directed,1
12705,64484,directed,1
12856,64641,directed,1
12857,46464,directed,1
12857,48767,directed,1
12858,56441,directed,1
12858,55522,directed,1
12858,64764,directed,1
12858,64765,directed,1
12702,64766,directed,1
12702,64767,directed,1
12859,64768,directed,1
2021,48675,directed,1
12702,64769,directed,1
12860,51303,directed,1
12861,46432,directed,1
1638,49975,directed,1
12862,50148,directed,1
12863,64770,directed,1
12863,64771,directed,1
12864,64772,directed,1
12864,49116,directed,1
12865,64773,directed,1
12866,46432,directed,1
12866,46593,directed,1
139,49407,directed,1
624,64774,directed,1
12867,46013,directed,1
12868,47761,directed,1
12869,55793,directed,1
12869,47880,directed,1
12654,46592,directed,1
12654,46592,directed,1
12705,18422,directed,1
12870,64775,directed,1
12871,48471,directed,1
12872,64776,directed,1
12873,64777,directed,1
12874,60185,directed,1
12874,53851,directed,1
12874,50198,directed,1
12874,46105,directed,1
12874,46602,directed,1
12874,46602,directed,1
12874,56718,directed,1
12874,58906,directed,1
12874,64778,directed,1
12874,51857,directed,1
12875,55831,directed,1
12876,64779,directed,1
12877,53848,directed,1
12877,64780,directed,1
12877,64781,directed,1
12877,64782,directed,1
12877,48555,directed,1
12878,64783,directed,1
12879,64784,directed,1
12880,64785,directed,1
12880,64786,directed,1
12880,49543,directed,1
12880,64787,directed,1
12880,64785,directed,1
12880,64788,directed,1
12880,64789,directed,1
10473,64790,directed,1
12604,64396,directed,1
10046,64791,directed,1
10046,62464,directed,1
12881,64792,directed,1
2246,50803,directed,1
12882,64793,directed,1
12883,64794,directed,1
12884,64795,directed,1
12885,64796,directed,1
1480,64797,directed,1
1738,47011,directed,1
1738,46472,directed,1
1738,50685,directed,1
12886,12886,directed,1
12887,64798,directed,1
12888,64799,directed,1
12888,64800,directed,1
12888,64801,directed,1
12888,64802,directed,1
12888,64803,directed,1
12888,64804,directed,1
12889,64805,directed,1
12890,64806,directed,1
12891,64807,directed,1
12890,64808,directed,1
12892,47166,directed,1
12893,64809,directed,1
12894,12899,directed,1
12895,64810,directed,1
12895,48172,directed,1
12895,52649,directed,1
12895,52649,directed,1
12895,64811,directed,1
12896,64812,directed,1
12896,63908,directed,1
12896,32765,directed,1
12896,64813,directed,1
12896,32765,directed,1
12896,64814,directed,1
12896,32765,directed,1
12896,64815,directed,1
12896,54169,directed,1
1993,64705,directed,1
1993,64816,directed,1
11255,45876,directed,1
12897,64817,directed,1
12897,12897,directed,1
12898,54831,directed,1
12899,12894,directed,1
11570,45968,directed,1
11570,57015,directed,1
11570,58960,directed,1
11570,50532,directed,1
266,46323,directed,1
266,64630,directed,1
266,21609,directed,1
266,28441,directed,1
266,46929,directed,1
266,64818,directed,1
12900,64819,directed,1
12900,46274,directed,1
12900,46404,directed,1
12900,45950,directed,1
12901,48674,directed,1
12901,64820,directed,1
12902,64821,directed,1
12903,64822,directed,1
12904,62839,directed,1
12905,64823,directed,1
12905,64824,directed,1
12905,64825,directed,1
12906,64826,directed,1
12907,47108,directed,1
6479,64827,directed,1
12908,64828,directed,1
12909,42542,directed,1
12909,46405,directed,1
12909,64361,directed,1
12910,45953,directed,1
12909,64829,directed,1
12909,46405,directed,1
12909,64361,directed,1
12911,45876,directed,1
12912,64830,directed,1
12913,64831,directed,1
12913,64832,directed,1
12914,64833,directed,1
12915,64834,directed,1
12916,53847,directed,1
12916,64835,directed,1
12917,64836,directed,1
12917,64837,directed,1
12918,64838,directed,1
12919,64839,directed,1
12920,46105,directed,1
12921,64840,directed,1
12921,64841,directed,1
12922,54061,directed,1
12923,18422,directed,1
12924,54478,directed,1
12925,64842,directed,1
12925,64843,directed,1
12925,63623,directed,1
12926,45876,directed,1
12927,64844,directed,1
12928,64845,directed,1
12929,64846,directed,1
12929,12929,directed,1
12930,46143,directed,1
12930,64847,directed,1
12931,64848,directed,1
12932,64849,directed,1
12933,48807,directed,1
12934,64850,directed,1
12935,18422,directed,1
12935,12923,directed,1
12936,46592,directed,1
12936,46927,directed,1
12936,46012,directed,1
12628,1071,directed,1
12937,64851,directed,1
12938,64852,directed,1
1690,45839,directed,1
12939,64853,directed,1
12939,64854,directed,1
12939,64855,directed,1
12682,64856,directed,1
12940,64486,directed,1
12940,12682,directed,1
12941,64857,directed,1
2976,315,directed,1
12942,43555,directed,1
12943,48759,directed,1
12944,49481,directed,1
12944,53887,directed,1
12944,64858,directed,1
12944,45876,directed,1
12943,48759,directed,1
1690,46412,directed,1
1690,46309,directed,1
12945,64859,directed,1
12682,64860,directed,1
12747,64861,directed,1
12747,50116,directed,1
1673,45876,directed,1
1673,48223,directed,1
12946,64862,directed,1
12947,63895,directed,1
12948,64863,directed,1
12948,64864,directed,1
12948,64865,directed,1
12949,46653,directed,1
12949,50882,directed,1
12682,12940,directed,1
12950,45836,directed,1
12951,53924,directed,1
12952,64866,directed,1
12953,64867,directed,1
12954,64868,directed,1
1690,45836,directed,1
12955,64869,directed,1
12955,64870,directed,1
12955,64871,directed,1
12955,28222,directed,1
12955,47605,directed,1
12682,64856,directed,1
12956,64872,directed,1
12661,51465,directed,1
12957,64873,directed,1
12682,64874,directed,1
12958,64875,directed,1
12958,64876,directed,1
1690,45838,directed,1
12959,45968,directed,1
12959,45968,directed,1
12960,64877,directed,1
12960,46675,directed,1
12961,57295,directed,1
12962,64468,directed,1
12962,48034,directed,1
12963,45987,directed,1
2756,64878,directed,1
2756,64879,directed,1
12964,64880,directed,1
12964,64881,directed,1
12965,64635,directed,1
12965,47766,directed,1
12965,64882,directed,1
12965,51194,directed,1
12966,64883,directed,1
12967,46653,directed,1
12968,64884,directed,1
12969,46426,directed,1
12970,49058,directed,1
12823,64885,directed,1
12823,64468,directed,1
9616,64886,directed,1
9616,64887,directed,1
12971,64635,directed,1
6379,64888,directed,1
6379,64889,directed,1
12972,64635,directed,1
12973,64123,directed,1
12974,64890,directed,1
12975,54290,directed,1
12976,64891,directed,1
12977,64892,directed,1
12978,51857,directed,1
12979,64635,directed,1
12980,46166,directed,1
12981,64893,directed,1
12982,63352,directed,1
12983,64894,directed,1
12983,64895,directed,1
12983,64896,directed,1
12984,12984,directed,1
12976,64897,directed,1
12985,64898,directed,1
12986,46432,directed,1
12986,64899,directed,1
12986,55625,directed,1
12987,64900,directed,1
12895,64810,directed,1
12895,48172,directed,1
12895,52649,directed,1
12895,52649,directed,1
12895,64811,directed,1
12988,64901,directed,1
12989,64902,directed,1
12990,54518,directed,1
12991,64903,directed,1
224,45967,directed,1
12992,48014,directed,1
12992,64904,directed,1
12993,64905,directed,1
12993,64906,directed,1
12994,64907,directed,1
12994,46459,directed,1
12995,64908,directed,1
12995,64909,directed,1
12996,14860,directed,1
12997,365,directed,1
12998,64910,directed,1
12999,15680,directed,1
12999,46650,directed,1
678,45876,directed,1
678,49775,directed,1
13000,64911,directed,1
13000,64912,directed,1
13000,64913,directed,1
13000,51910,directed,1
13000,64914,directed,1
13000,64915,directed,1
13000,64916,directed,1
13000,64917,directed,1
13000,64918,directed,1
13000,51932,directed,1
13000,52540,directed,1
13000,64919,directed,1
13000,51922,directed,1
13000,64920,directed,1
13000,51916,directed,1
13000,52544,directed,1
13000,64921,directed,1
13001,64922,directed,1
13001,64923,directed,1
13001,46459,directed,1
13002,45978,directed,1
13002,49655,directed,1
13003,64924,directed,1
13004,64925,directed,1
12968,64926,directed,1
13005,64927,directed,1
13006,22692,directed,1
13006,45243,directed,1
13007,64928,directed,1
12890,64929,directed,1
12890,64930,directed,1
12890,64931,directed,1
12890,64932,directed,1
12890,64933,directed,1
12890,64934,directed,1
12890,64935,directed,1
12890,64936,directed,1
634,53091,directed,1
13004,64937,directed,1
13004,64925,directed,1
12711,64938,directed,1
12711,64939,directed,1
12711,64940,directed,1
12711,64941,directed,1
12711,64942,directed,1
12711,64943,directed,1
12711,64944,directed,1
12711,64945,directed,1
12711,64946,directed,1
12711,64947,directed,1
12711,64948,directed,1
12711,64949,directed,1
12711,64950,directed,1
12711,64532,directed,1
12711,64951,directed,1
12711,64952,directed,1
12711,64534,directed,1
12711,64535,directed,1
12711,64536,directed,1
13008,47011,directed,1
13009,45839,directed,1
13010,13010,directed,1
13011,64953,directed,1
13012,64954,directed,1
2152,46443,directed,1
13013,64955,directed,1
13013,64956,directed,1
12920,52236,directed,1
12920,46105,directed,1
13014,64957,directed,1
13014,64958,directed,1
13015,3096,directed,1
778,1262,directed,1
12968,50081,directed,1
13016,64959,directed,1
13016,55065,directed,1
13016,64908,directed,1
13017,64960,directed,1
13018,64961,directed,1
13018,64962,directed,1
13018,48412,directed,1
13018,48412,directed,1
13018,45836,directed,1
13018,45849,directed,1
13019,48042,directed,1
13020,64963,directed,1
13020,64964,directed,1
13020,62597,directed,1
420,46677,directed,1
13021,64965,directed,1
4262,64966,directed,1
13022,64967,directed,1
13023,47011,directed,1
13024,64968,directed,1
13025,64969,directed,1
13026,45876,directed,1
13026,64970,directed,1
13026,64971,directed,1
13027,64972,directed,1
13027,64973,directed,1
13028,64974,directed,1
12682,64486,directed,1
12682,12940,directed,1
13029,64975,directed,1
13030,47393,directed,1
2001,45876,directed,1
2001,64976,directed,1
11221,64977,directed,1
11221,42542,directed,1
13031,64978,directed,1
1545,1545,directed,1
13032,64979,directed,1
13032,64980,directed,1
13032,64981,directed,1
13033,64982,directed,1
13033,64983,directed,1
13034,64984,directed,1
12559,46128,directed,1
13035,47011,directed,1
13036,50513,directed,1
13037,64985,directed,1
13038,46263,directed,1
13038,52331,directed,1
13039,64986,directed,1
12911,45876,directed,1
13040,64987,directed,1
12890,64988,directed,1
12890,64989,directed,1
12890,64990,directed,1
12890,64991,directed,1
12890,64992,directed,1
12890,64141,directed,1
778,46459,directed,1
13041,64993,directed,1
13041,64994,directed,1
13042,13185,directed,1
13043,64995,directed,1
13044,64996,directed,1
13044,64997,directed,1
13044,64998,directed,1
13044,45876,directed,1
13045,64999,directed,1
13046,29776,directed,1
13046,65000,directed,1
13046,65001,directed,1
13046,65002,directed,1
13046,65003,directed,1
13046,65004,directed,1
13046,65005,directed,1
13046,65006,directed,1
13046,65007,directed,1
13046,65008,directed,1
13046,65009,directed,1
13046,65010,directed,1
13046,65011,directed,1
13046,65012,directed,1
13046,65013,directed,1
13046,65014,directed,1
13046,65015,directed,1
13046,65016,directed,1
13046,65017,directed,1
13046,65018,directed,1
13046,65019,directed,1
13046,65020,directed,1
13046,65021,directed,1
13047,45876,directed,1
13047,65022,directed,1
13047,65023,directed,1
13048,65024,directed,1
13048,65025,directed,1
13049,65026,directed,1
13050,65027,directed,1
10019,18422,directed,1
13051,64989,directed,1
13051,64990,directed,1
13051,64991,directed,1
13051,12890,directed,1
13051,64992,directed,1
13051,64988,directed,1
13051,64141,directed,1
12963,65028,directed,1
13052,62225,directed,1
13053,13053,directed,1
13053,13053,directed,1
13053,64848,directed,1
13053,65029,directed,1
13053,65030,directed,1
13054,65031,directed,1
13054,65032,directed,1
13054,65033,directed,1
13055,64955,directed,1
13056,46592,directed,1
13056,49829,directed,1
13056,56511,directed,1
6495,65034,directed,1
13057,65035,directed,1
13057,65036,directed,1
13058,65037,directed,1
13059,46928,directed,1
13060,65038,directed,1
13061,65039,directed,1
13062,65040,directed,1
13062,61763,directed,1
12920,46105,directed,1
8955,46440,directed,1
13063,65041,directed,1
13063,65042,directed,1
13058,65037,directed,1
2021,48675,directed,1
13064,65043,directed,1
13064,65044,directed,1
13064,49890,directed,1
13065,65045,directed,1
13066,65046,directed,1
13067,46105,directed,1
12920,46105,directed,1
13068,48034,directed,1
13069,46359,directed,1
13070,65047,directed,1
13071,65048,directed,1
13072,56441,directed,1
13073,65049,directed,1
13074,46653,directed,1
13074,46623,directed,1
13074,65050,directed,1
13075,49649,directed,1
13076,65051,directed,1
13076,65052,directed,1
13076,55065,directed,1
13026,45876,directed,1
13026,64970,directed,1
13026,64971,directed,1
13077,4100,directed,1
13011,64953,directed,1
13078,65053,directed,1
13079,53022,directed,1
674,65054,directed,1
674,65055,directed,1
13080,45876,directed,1
13081,45876,directed,1
13081,48168,directed,1
13081,49197,directed,1
13082,3198,directed,1
13083,46459,directed,1
13084,46013,directed,1
13084,46274,directed,1
13084,45839,directed,1
13084,65056,directed,1
13084,48158,directed,1
13084,47606,directed,1
12920,65057,directed,1
12920,46105,directed,1
13085,63581,directed,1
13086,65058,directed,1
13087,47329,directed,1
13056,46592,directed,1
13088,65059,directed,1
13088,65060,directed,1
13089,45876,directed,1
13090,65061,directed,1
13091,65062,directed,1
312,46386,directed,1
13092,47988,directed,1
13093,65063,directed,1
13093,65064,directed,1
13093,13093,directed,1
13094,65065,directed,1
13095,18111,directed,1
13096,65066,directed,1
13097,48115,directed,1
13011,64953,directed,1
13098,65067,directed,1
13099,65068,directed,1
761,65069,directed,1
761,47001,directed,1
761,47001,directed,1
13100,65070,directed,1
13100,65071,directed,1
13101,64720,directed,1
13101,55243,directed,1
13101,65072,directed,1
13101,65073,directed,1
13101,49543,directed,1
13102,65074,directed,1
13103,65075,directed,1
13104,65076,directed,1
13105,65077,directed,1
13106,65078,directed,1
13107,65079,directed,1
13107,65080,directed,1
13107,65081,directed,1
13107,65082,directed,1
13107,65083,directed,1
13107,65084,directed,1
13107,65085,directed,1
13108,63352,directed,1
13109,65086,directed,1
13110,65087,directed,1
13110,65088,directed,1
13110,65089,directed,1
13110,47927,directed,1
2862,49228,directed,1
2862,49227,directed,1
2862,45876,directed,1
13111,48042,directed,1
13112,28441,directed,1
13112,64597,directed,1
13112,65090,directed,1
13112,46323,directed,1
13113,17491,directed,1
13114,65091,directed,1
13114,65092,directed,1
13115,63890,directed,1
13116,65093,directed,1
13116,54413,directed,1
13117,65094,directed,1
