source,target,type,weight
3512,28629,directed,1
3512,29091,directed,1
3512,29092,directed,1
2853,29093,directed,1
3512,29094,directed,1
3512,29095,directed,1
3643,29096,directed,1
3741,29097,directed,1
2166,29098,directed,1
2306,2306,directed,1
3742,3522,directed,1
3743,29099,directed,1
3744,26550,directed,1
2166,25710,directed,1
3512,5708,directed,1
3512,28463,directed,1
3512,168,directed,1
3512,4646,directed,1
3512,2723,directed,1
3512,27376,directed,1
3512,28411,directed,1
3516,27725,directed,1
3512,29100,directed,1
3512,28418,directed,1
3512,187,directed,1
3512,26989,directed,1
3512,27725,directed,1
3512,27392,directed,1
76,28400,directed,1
3512,28976,directed,1
3745,29101,directed,1
3746,3746,directed,1
60,25761,directed,1
3512,28927,directed,1
3512,28977,directed,1
1324,25825,directed,1
3512,14790,directed,1
3747,29102,directed,1
3512,8614,directed,1
3748,28978,directed,1
3512,28428,directed,1
3512,28463,directed,1
2166,25710,directed,1
3512,28411,directed,1
3364,28022,directed,1
61,25868,directed,1
61,29103,directed,1
3749,3749,directed,1
3750,29104,directed,1
61,25749,directed,1
3751,28583,directed,1
3752,3752,directed,1
3753,25680,directed,1
3754,3754,directed,1
3755,29105,directed,1
3756,1751,directed,1
61,25959,directed,1
61,29106,directed,1
61,919,directed,1
113,29107,directed,1
61,25787,directed,1
3415,26928,directed,1
3757,29108,directed,1
113,29109,directed,1
3450,25886,directed,1
3758,26485,directed,1
3759,29110,directed,1
3759,29110,directed,1
61,25735,directed,1
3757,29111,directed,1
3326,27221,directed,1
3760,28272,directed,1
3757,25800,directed,1
3759,29110,directed,1
3759,29112,directed,1
113,29113,directed,1
3759,25685,directed,1
3761,29114,directed,1
61,25733,directed,1
3759,29115,directed,1
3759,25710,directed,1
3762,3762,directed,1
61,25868,directed,1
3759,25908,directed,1
3759,27840,directed,1
3759,29110,directed,1
113,29116,directed,1
3759,29115,directed,1
61,25787,directed,1
138,25886,directed,1
3415,27460,directed,1
3763,29117,directed,1
61,26398,directed,1
3764,26212,directed,1
61,25741,directed,1
3650,29118,directed,1
61,25710,directed,1
61,25868,directed,1
3415,29119,directed,1
2344,25756,directed,1
3760,29120,directed,1
61,26625,directed,1
3765,29121,directed,1
3516,29122,directed,1
61,27316,directed,1
1663,1663,directed,1
2807,25800,directed,1
167,29123,directed,1
61,29124,directed,1
2344,26741,directed,1
25,29125,directed,1
3760,29126,directed,1
61,3142,directed,1
3364,26741,directed,1
3471,28715,directed,1
3766,29127,directed,1
61,25778,directed,1
3767,29128,directed,1
3768,29129,directed,1
61,25778,directed,1
3581,29130,directed,1
3769,29131,directed,1
3770,3770,directed,1
3771,3771,directed,1
3772,29132,directed,1
3773,29133,directed,1
3774,26022,directed,1
2166,29134,directed,1
3775,29135,directed,1
3776,25710,directed,1
43,29050,directed,1
3774,26434,directed,1
61,25959,directed,1
3774,28337,directed,1
2658,25691,directed,1
3774,25959,directed,1
2176,26046,directed,1
2171,29136,directed,1
3447,29137,directed,1
177,29138,directed,1
187,187,directed,1
61,25778,directed,1
3777,28518,directed,1
3778,4467,directed,1
3779,3779,directed,1
3779,3779,directed,1
61,28528,directed,1
3780,29139,directed,1
3781,3781,directed,1
187,29140,directed,1
61,25739,directed,1
2171,29141,directed,1
3782,27141,directed,1
3783,26503,directed,1
48,25825,directed,1
2192,26726,directed,1
105,29029,directed,1
61,25756,directed,1
61,25774,directed,1
3784,3784,directed,1
2171,29142,directed,1
3785,28491,directed,1
103,29143,directed,1
3287,3287,directed,1
61,25774,directed,1
3786,29144,directed,1
61,25733,directed,1
2730,27963,directed,1
3787,29145,directed,1
3788,26741,directed,1
61,25908,directed,1
2266,25710,directed,1
2229,2167,directed,1
3789,3789,directed,1
69,28715,directed,1
2266,25932,directed,1
3790,3790,directed,1
3791,25683,directed,1
3792,29146,directed,1
96,25710,directed,1
3243,25710,directed,1
58,27478,directed,1
3793,28583,directed,1
61,25710,directed,1
3794,29147,directed,1
3795,25756,directed,1
61,25756,directed,1
3796,3796,directed,1
3454,25737,directed,1
3797,29148,directed,1
3458,3458,directed,1
61,25774,directed,1
58,29149,directed,1
3798,29150,directed,1
61,25868,directed,1
105,29151,directed,1
61,25756,directed,1
3799,1751,directed,1
61,25778,directed,1
2730,29152,directed,1
3800,25685,directed,1
2730,29153,directed,1
3801,3801,directed,1
61,25868,directed,1
3401,1751,directed,1
2266,25743,directed,1
3802,29154,directed,1
96,29155,directed,1
61,25733,directed,1
61,25741,directed,1
61,25908,directed,1
2189,25778,directed,1
2814,25736,directed,1
187,1478,directed,1
58,29156,directed,1
61,25778,directed,1
187,28042,directed,1
3803,28713,directed,1
3804,29157,directed,1
3805,26154,directed,1
61,25756,directed,1
2962,27502,directed,1
61,25685,directed,1
61,25756,directed,1
61,26398,directed,1
61,26293,directed,1
2829,29158,directed,1
61,3142,directed,1
3806,29159,directed,1
61,25897,directed,1
61,25756,directed,1
3627,3627,directed,1
2440,29160,directed,1
3450,28145,directed,1
61,25778,directed,1
3807,3807,directed,1
3808,29161,directed,1
61,25710,directed,1
61,25812,directed,1
61,26398,directed,1
777,29162,directed,1
2196,29163,directed,1
61,25868,directed,1
61,25774,directed,1
61,25683,directed,1
3809,29164,directed,1
61,26398,directed,1
3810,3810,directed,1
61,25908,directed,1
3811,29165,directed,1
61,25685,directed,1
61,29106,directed,1
61,25756,directed,1
3812,29166,directed,1
2440,29167,directed,1
61,29168,directed,1
3813,3813,directed,1
3814,26210,directed,1
2829,29169,directed,1
3815,26046,directed,1
2961,29170,directed,1
2329,29171,directed,1
61,28824,directed,1
61,25868,directed,1
3816,4124,directed,1
61,25756,directed,1
61,29172,directed,1
3817,25781,directed,1
61,25868,directed,1
43,29173,directed,1
61,25756,directed,1
61,26398,directed,1
61,25868,directed,1
61,5893,directed,1
61,25897,directed,1
3818,29174,directed,1
3819,29175,directed,1
3364,29176,directed,1
61,25733,directed,1
2807,25985,directed,1
61,25749,directed,1
167,2167,directed,1
3366,29177,directed,1
1663,28065,directed,1
61,25756,directed,1
3820,25683,directed,1
61,25868,directed,1
3820,29178,directed,1
2961,29179,directed,1
61,25774,directed,1
3821,29180,directed,1
61,25774,directed,1
3822,29181,directed,1
3823,28674,directed,1
122,26095,directed,1
3824,29182,directed,1
61,29183,directed,1
61,25756,directed,1
61,25868,directed,1
61,25749,directed,1
2243,25833,directed,1
3825,29184,directed,1
61,26293,directed,1
61,26434,directed,1
2754,29185,directed,1
61,29186,directed,1
61,26293,directed,1
61,25756,directed,1
61,25774,directed,1
59,29187,directed,1
61,5893,directed,1
61,26625,directed,1
3582,29188,directed,1
3826,29189,directed,1
76,29190,directed,1
61,25741,directed,1
3821,29180,directed,1
61,25739,directed,1
61,25868,directed,1
166,29191,directed,1
61,26293,directed,1
61,25868,directed,1
61,25683,directed,1
61,25774,directed,1
3827,28927,directed,1
108,25734,directed,1
61,25739,directed,1
3828,29192,directed,1
108,25734,directed,1
2171,4504,directed,1
61,25774,directed,1
108,25734,directed,1
108,25734,directed,1
61,25756,directed,1
61,25959,directed,1
187,28671,directed,1
108,25734,directed,1
61,25774,directed,1
108,25734,directed,1
3829,5522,directed,1
2754,28583,directed,1
3830,25737,directed,1
3830,29193,directed,1
3831,29194,directed,1
61,29183,directed,1
122,29039,directed,1
61,25868,directed,1
61,25774,directed,1
3832,25851,directed,1
3833,29195,directed,1
3834,25923,directed,1
61,25756,directed,1
59,29196,directed,1
61,25733,directed,1
3835,26482,directed,1
61,25868,directed,1
2330,3467,directed,1
61,29197,directed,1
76,28400,directed,1
61,919,directed,1
145,145,directed,1
61,29106,directed,1
61,25749,directed,1
3340,26786,directed,1
3340,29198,directed,1
163,29199,directed,1
3836,3836,directed,1
61,25733,directed,1
61,919,directed,1
2166,25710,directed,1
61,25868,directed,1
3837,2189,directed,1
3838,29200,directed,1
61,25741,directed,1
61,25749,directed,1
2166,25710,directed,1
3839,28978,directed,1
61,25756,directed,1
61,25778,directed,1
43,29201,directed,1
61,25756,directed,1
3840,25833,directed,1
35,29202,directed,1
61,25710,directed,1
61,919,directed,1
61,25733,directed,1
61,25778,directed,1
3841,29203,directed,1
61,25756,directed,1
2189,29204,directed,1
61,3142,directed,1
35,29205,directed,1
2166,25710,directed,1
2941,28184,directed,1
61,25897,directed,1
3842,29206,directed,1
61,26293,directed,1
61,3142,directed,1
61,25749,directed,1
61,25734,directed,1
61,26293,directed,1
61,25756,directed,1
61,25774,directed,1
2166,25710,directed,1
61,25868,directed,1
61,25756,directed,1
61,28662,directed,1
3843,29207,directed,1
3844,25833,directed,1
3845,3845,directed,1
61,25685,directed,1
61,25741,directed,1
3846,29208,directed,1
61,25683,directed,1
3847,3319,directed,1
61,28588,directed,1
122,26095,directed,1
61,26022,directed,1
61,25756,directed,1
61,25778,directed,1
3848,29209,directed,1
3849,25713,directed,1
61,25959,directed,1
3850,3850,directed,1
3851,28428,directed,1
3852,29210,directed,1
61,25733,directed,1
61,25710,directed,1
48,25825,directed,1
9,29211,directed,1
165,29212,directed,1
3853,28572,directed,1
35,28576,directed,1
61,25774,directed,1
2229,2175,directed,1
3854,29213,directed,1
3855,3855,directed,1
35,25850,directed,1
2800,28437,directed,1
3839,29214,directed,1
165,29215,directed,1
61,25908,directed,1
1383,1383,directed,1
61,25756,directed,1
2941,26091,directed,1
13,13,directed,1
2941,29216,directed,1
61,25778,directed,1
20,25850,directed,1
163,29217,directed,1
3856,26687,directed,1
61,5893,directed,1
61,25774,directed,1
68,29218,directed,1
61,25760,directed,1
3857,29219,directed,1
61,3142,directed,1
2193,29220,directed,1
61,25756,directed,1
61,25868,directed,1
61,25733,directed,1
3858,29221,directed,1
3859,3859,directed,1
3860,26398,directed,1
76,28400,directed,1
3861,16203,directed,1
3862,3862,directed,1
3862,3862,directed,1
61,25748,directed,1
61,25735,directed,1
61,25868,directed,1
61,25778,directed,1
61,919,directed,1
61,25778,directed,1
61,26293,directed,1
3309,26795,directed,1
61,25735,directed,1
61,29222,directed,1
61,25733,directed,1
61,28662,directed,1
2171,25821,directed,1
61,25756,directed,1
61,25926,directed,1
61,25733,directed,1
43,25971,directed,1
61,25749,directed,1
26,29223,directed,1
3863,25743,directed,1
3366,28545,directed,1
2229,2229,directed,1
61,28588,directed,1
3753,25680,directed,1
61,26121,directed,1
61,26293,directed,1
113,29224,directed,1
2328,25800,directed,1
2961,29225,directed,1
103,25800,directed,1
3518,28129,directed,1
61,25868,directed,1
113,29226,directed,1
61,5893,directed,1
113,29227,directed,1
61,26398,directed,1
3753,25680,directed,1
2961,29228,directed,1
3753,28179,directed,1
61,28425,directed,1
113,29111,directed,1
3366,29229,directed,1
3326,29230,directed,1
3864,29231,directed,1
61,25868,directed,1
3865,26345,directed,1
76,29232,directed,1
3298,26810,directed,1
3866,29233,directed,1
3867,29234,directed,1
61,25683,directed,1
3298,27294,directed,1
61,25897,directed,1
61,26121,directed,1
2266,25710,directed,1
61,25926,directed,1
61,25733,directed,1
61,25897,directed,1
3764,25851,directed,1
61,26293,directed,1
3600,25763,directed,1
3364,29235,directed,1
61,25774,directed,1
61,25868,directed,1
3806,27033,directed,1
1145,26790,directed,1
61,26398,directed,1
61,26398,directed,1
951,29236,directed,1
61,25774,directed,1
61,25683,directed,1
61,25735,directed,1
3868,29237,directed,1
61,25774,directed,1
61,25685,directed,1
3869,3863,directed,1
61,25756,directed,1
2166,29238,directed,1
3870,27840,directed,1
2266,25985,directed,1
61,25774,directed,1
3871,25743,directed,1
61,25733,directed,1
61,25756,directed,1
61,25760,directed,1
2807,26434,directed,1
61,25749,directed,1
3872,29093,directed,1
2266,29239,directed,1
61,25749,directed,1
61,26398,directed,1
61,25756,directed,1
3387,25773,directed,1
3280,29240,directed,1
61,28425,directed,1
3387,25926,directed,1
2166,25685,directed,1
61,25868,directed,1
4,26485,directed,1
61,25778,directed,1
3873,3873,directed,1
61,25735,directed,1
61,25959,directed,1
61,28662,directed,1
3874,29241,directed,1
61,25710,directed,1
3825,29242,directed,1
61,29243,directed,1
61,25754,directed,1
2272,29244,directed,1
2171,29245,directed,1
61,25908,directed,1
61,25735,directed,1
61,25756,directed,1
2776,29246,directed,1
61,25756,directed,1
96,29247,directed,1
2171,29248,directed,1
13,3319,directed,1
61,25868,directed,1
61,25778,directed,1
2941,25710,directed,1
61,25741,directed,1
61,25741,directed,1
3875,3875,directed,1
187,29140,directed,1
3468,26095,directed,1
4,29249,directed,1
61,25774,directed,1
2941,26126,directed,1
3749,3749,directed,1
2941,28711,directed,1
3270,25739,directed,1
48,27755,directed,1
61,25735,directed,1
2171,4504,directed,1
3802,3802,directed,1
61,25756,directed,1
3876,29250,directed,1
2330,2330,directed,1
61,25778,directed,1
2330,2330,directed,1
3705,29251,directed,1
3270,25812,directed,1
3768,29252,directed,1
2330,2330,directed,1
61,25868,directed,1
61,25756,directed,1
61,25735,directed,1
3524,29253,directed,1
3877,3877,directed,1
61,25897,directed,1
3849,27675,directed,1
3340,29254,directed,1
61,25897,directed,1
3340,29255,directed,1
163,25677,directed,1
61,25897,directed,1
3878,3878,directed,1
3280,26439,directed,1
61,28824,directed,1
3879,29256,directed,1
163,29257,directed,1
61,25756,directed,1
2171,29093,directed,1
3564,29258,directed,1
3450,27267,directed,1
2886,29259,directed,1
3880,29260,directed,1
2845,29261,directed,1
61,26398,directed,1
3881,29262,directed,1
61,25908,directed,1
61,25868,directed,1
3882,29263,directed,1
61,27053,directed,1
22,29264,directed,1
3883,3883,directed,1
3884,29265,directed,1
3885,29266,directed,1
3886,29267,directed,1
3887,29268,directed,1
3888,29269,directed,1
3889,25734,directed,1
3326,28501,directed,1
3532,29270,directed,1
3890,29271,directed,1
163,752,directed,1
2187,29272,directed,1
61,26398,directed,1
103,2750,directed,1
61,25733,directed,1
3890,29273,directed,1
61,29222,directed,1
3891,29274,directed,1
61,25868,directed,1
61,25710,directed,1
163,7,directed,1
3890,29271,directed,1
2886,29275,directed,1
2248,26962,directed,1
61,25942,directed,1
2735,29276,directed,1
61,919,directed,1
61,25743,directed,1
3339,27692,directed,1
3892,29277,directed,1
61,26022,directed,1
2978,25734,directed,1
61,919,directed,1
61,28662,directed,1
3892,61,directed,1
3893,3893,directed,1
61,25748,directed,1
2686,29278,directed,1
3894,25713,directed,1
2302,25710,directed,1
3895,3895,directed,1
61,919,directed,1
2747,27410,directed,1
3896,10976,directed,1
3339,29279,directed,1
61,25868,directed,1
3890,29280,directed,1
61,25756,directed,1
3890,29281,directed,1
3897,29282,directed,1
2187,29283,directed,1
3809,29284,directed,1
3809,26627,directed,1
3890,29285,directed,1
97,25710,directed,1
178,29286,directed,1
3834,29287,directed,1
3809,29288,directed,1
61,27206,directed,1
2187,29289,directed,1
3297,29290,directed,1
61,27415,directed,1
61,27415,directed,1
3898,29291,directed,1
61,27415,directed,1
3899,29292,directed,1
61,28570,directed,1
61,28570,directed,1
61,28570,directed,1
61,28616,directed,1
61,25733,directed,1
61,25741,directed,1
61,25735,directed,1
61,25778,directed,1
3900,25886,directed,1
61,29293,directed,1
3901,28927,directed,1
61,26398,directed,1
3902,29294,directed,1
3899,29295,directed,1
61,25868,directed,1
3902,29296,directed,1
61,25756,directed,1
61,25778,directed,1
61,25743,directed,1
3903,29297,directed,1
61,29298,directed,1
3904,29299,directed,1
3905,29300,directed,1
61,25747,directed,1
3906,29301,directed,1
61,26000,directed,1
2344,29302,directed,1
61,26000,directed,1
61,919,directed,1
3907,29303,directed,1
61,29304,directed,1
3908,28424,directed,1
3292,28572,directed,1
3903,29305,directed,1
61,29183,directed,1
51,51,directed,1
61,28614,directed,1
3909,3909,directed,1
3364,29306,directed,1
3910,4693,directed,1
3911,29307,directed,1
3912,3912,directed,1
61,27272,directed,1
3297,29269,directed,1
61,29308,directed,1
3913,28445,directed,1
61,25772,directed,1
61,25772,directed,1
178,29309,directed,1
359,29310,directed,1
61,25743,directed,1
3914,29311,directed,1
2694,25463,directed,1
61,25773,directed,1
61,27415,directed,1
61,25774,directed,1
61,25778,directed,1
61,25741,directed,1
2344,25753,directed,1
61,25756,directed,1
359,25680,directed,1
61,25773,directed,1
61,25735,directed,1
61,26398,directed,1
163,29312,directed,1
2344,29313,directed,1
3915,25928,directed,1
61,29314,directed,1
61,29315,directed,1
3916,29316,directed,1
2344,25692,directed,1
61,25735,directed,1
3915,29317,directed,1
61,28451,directed,1
2337,25733,directed,1
61,28451,directed,1
3339,27692,directed,1
3917,3917,directed,1
61,25756,directed,1
3364,29318,directed,1
3415,27460,directed,1
122,29319,directed,1
61,25778,directed,1
61,28098,directed,1
61,28098,directed,1
61,28098,directed,1
3918,3918,directed,1
61,28451,directed,1
2187,29320,directed,1
165,29321,directed,1
61,25735,directed,1
163,29322,directed,1
61,25733,directed,1
61,25868,directed,1
163,7,directed,1
122,29323,directed,1
61,25741,directed,1
61,25741,directed,1
2255,26443,directed,1
165,25781,directed,1
61,25868,directed,1
61,25739,directed,1
165,27748,directed,1
61,25735,directed,1
163,2804,directed,1
3658,29324,directed,1
163,6859,directed,1
3422,28849,directed,1
61,25868,directed,1
74,25932,directed,1
122,28329,directed,1
3919,29325,directed,1
3920,3920,directed,1
3917,3917,directed,1
3339,27692,directed,1
2337,25737,directed,1
3921,28903,directed,1
3922,29326,directed,1
3923,29327,directed,1
3917,3917,directed,1
61,25735,directed,1
3924,25962,directed,1
61,26625,directed,1
61,25868,directed,1
3925,25800,directed,1
61,26022,directed,1
122,29144,directed,1
3358,29328,directed,1
61,25735,directed,1
61,919,directed,1
3926,3926,directed,1
3927,29329,directed,1
122,29330,directed,1
3928,29331,directed,1
61,28432,directed,1
2171,25856,directed,1
3929,29332,directed,1
61,25749,directed,1
3930,29032,directed,1
3930,27221,directed,1
3929,28603,directed,1
3931,29333,directed,1
61,25778,directed,1
3932,25743,directed,1
3932,29334,directed,1
3933,29335,directed,1
3934,3934,directed,1
61,25710,directed,1
3931,25781,directed,1
61,26398,directed,1
3326,29336,directed,1
61,25735,directed,1
3931,29337,directed,1
3932,28583,directed,1
61,919,directed,1
61,25868,directed,1
3931,25807,directed,1
61,25778,directed,1
61,25735,directed,1
61,25751,directed,1
2749,29338,directed,1
3935,25737,directed,1
3936,25833,directed,1
2934,26542,directed,1
122,29050,directed,1
61,25751,directed,1
3937,29339,directed,1
61,25751,directed,1
3938,29340,directed,1
61,25751,directed,1
3939,29341,directed,1
61,25751,directed,1
122,25831,directed,1
3940,3940,directed,1
61,25868,directed,1
61,25710,directed,1
61,25760,directed,1
3358,29342,directed,1
3941,28098,directed,1
61,5893,directed,1
3942,28636,directed,1
61,25868,directed,1
3943,29343,directed,1
3933,29344,directed,1
3944,28610,directed,1
61,25778,directed,1
76,29345,directed,1
61,25868,directed,1
61,29346,directed,1
61,25749,directed,1
61,29172,directed,1
61,9674,directed,1
3945,24901,directed,1
61,25733,directed,1
61,28450,directed,1
76,29347,directed,1
61,25868,directed,1
122,29348,directed,1
61,919,directed,1
3946,29244,directed,1
3947,28534,directed,1
61,26022,directed,1
3948,29349,directed,1
2175,29350,directed,1
2337,25710,directed,1
108,28225,directed,1
3949,29351,directed,1
61,29222,directed,1
3950,3950,directed,1
61,25773,directed,1
61,25773,directed,1
61,25773,directed,1
3951,1324,directed,1
3952,29352,directed,1
3953,28713,directed,1
3954,25743,directed,1
61,25741,directed,1
61,25749,directed,1
3358,25985,directed,1
138,29353,directed,1
3932,27415,directed,1
3955,29354,directed,1
108,25734,directed,1
3931,28677,directed,1
3532,29355,directed,1
3401,29356,directed,1
3943,7780,directed,1
3956,29357,directed,1
3957,29358,directed,1
3958,29359,directed,1
61,29222,directed,1
61,25756,directed,1
3959,3959,directed,1
2900,25833,directed,1
3960,29360,directed,1
3961,3961,directed,1
120,29361,directed,1
3894,25710,directed,1
3961,3961,directed,1
2229,29362,directed,1
3959,29363,directed,1
163,28583,directed,1
177,28903,directed,1
3962,3962,directed,1
61,29364,directed,1
3963,29365,directed,1
61,28450,directed,1
3931,28954,directed,1
3964,28272,directed,1
3965,29366,directed,1
3942,28977,directed,1
3932,26110,directed,1
3966,29311,directed,1
2787,25683,directed,1
3967,27053,directed,1
61,25735,directed,1
3968,29367,directed,1
3933,29335,directed,1
61,25741,directed,1
3932,28451,directed,1
3969,3969,directed,1
3932,25773,directed,1
1,25710,directed,1
61,29368,directed,1
3931,25710,directed,1
3932,28643,directed,1
3419,28628,directed,1
3932,25683,directed,1
3931,1751,directed,1
3932,25724,directed,1
40,25747,directed,1
2255,29369,directed,1
3929,29370,directed,1
61,25749,directed,1
59,25866,directed,1
3970,29371,directed,1
3929,26251,directed,1
61,26022,directed,1
61,25760,directed,1
3929,29372,directed,1
3971,3971,directed,1
61,919,directed,1
3972,29373,directed,1
3929,26264,directed,1
3973,29374,directed,1
3929,26251,directed,1
3974,29032,directed,1
61,28098,directed,1
3972,29375,directed,1
3929,26251,directed,1
61,25778,directed,1
61,28450,directed,1
3917,3917,directed,1
3929,28891,directed,1
3929,3461,directed,1
3929,28667,directed,1
3975,29376,directed,1
61,26079,directed,1
2337,26206,directed,1
122,28444,directed,1
61,27206,directed,1
61,25735,directed,1
163,29377,directed,1
163,28430,directed,1
2677,29378,directed,1
3976,29379,directed,1
3977,3977,directed,1
163,29380,directed,1
61,25733,directed,1
3978,29381,directed,1
2187,29382,directed,1
122,29383,directed,1
3979,29384,directed,1
122,29385,directed,1
122,29386,directed,1
61,25959,directed,1
3980,29387,directed,1
122,29388,directed,1
61,25756,directed,1
61,25868,directed,1
3930,28446,directed,1
61,28614,directed,1
61,28614,directed,1
61,28614,directed,1
3981,28501,directed,1
61,28614,directed,1
2776,29313,directed,1
61,28614,directed,1
61,28614,directed,1
61,29186,directed,1
61,25959,directed,1
3339,25710,directed,1
40,25747,directed,1
61,25756,directed,1
163,28440,directed,1
2229,29389,directed,1
61,25926,directed,1
61,25959,directed,1
182,26738,directed,1
138,25932,directed,1
61,25774,directed,1
61,25735,directed,1
3982,28935,directed,1
3890,29390,directed,1
40,26741,directed,1
61,25778,directed,1
3960,25733,directed,1
61,25756,directed,1
1,3432,directed,1
163,27748,directed,1
61,919,directed,1
3983,29391,directed,1
3984,29392,directed,1
3985,3985,directed,1
163,29362,directed,1
2941,29393,directed,1
177,29394,directed,1
3986,29395,directed,1
61,25897,directed,1
2187,29289,directed,1
61,25760,directed,1
61,28450,directed,1
61,25710,directed,1
3987,27125,directed,1
113,29396,directed,1
3988,29165,directed,1
3989,29397,directed,1
61,919,directed,1
61,26398,directed,1
138,28065,directed,1
2229,29398,directed,1
61,25756,directed,1
3990,26795,directed,1
3991,3991,directed,1
61,25868,directed,1
61,28662,directed,1
61,27206,directed,1
3992,29399,directed,1
61,25734,directed,1
61,28450,directed,1
61,919,directed,1
2341,5564,directed,1
61,26612,directed,1
61,29400,directed,1
2341,25831,directed,1
2929,26172,directed,1
359,27506,directed,1
163,3276,directed,1
2341,29401,directed,1
61,25741,directed,1
3993,3993,directed,1
2341,29402,directed,1
17,29403,directed,1
2341,752,directed,1
163,29404,directed,1
3282,3282,directed,1
2341,25831,directed,1
163,29405,directed,1
2341,29406,directed,1
3282,3282,directed,1
3994,29404,directed,1
2341,25677,directed,1
3402,25851,directed,1
61,25926,directed,1
2341,28426,directed,1
3282,3282,directed,1
61,25772,directed,1
61,25683,directed,1
182,26741,directed,1
3282,29335,directed,1
2341,25492,directed,1
61,25860,directed,1
2341,4759,directed,1
3995,29122,directed,1
359,29407,directed,1
3292,29408,directed,1
3996,27963,directed,1
61,25739,directed,1
3997,28425,directed,1
61,25751,directed,1
3297,29409,directed,1
2166,25710,directed,1
61,29400,directed,1
163,29199,directed,1
3998,28677,directed,1
52,28431,directed,1
2341,29410,directed,1
3999,25737,directed,1
61,25868,directed,1
2341,4089,directed,1
3282,29335,directed,1
61,26398,directed,1
61,28614,directed,1
4000,29411,directed,1
3972,27415,directed,1
61,29412,directed,1
61,29413,directed,1
4001,4001,directed,1
61,25741,directed,1
4002,29414,directed,1
61,26022,directed,1
4003,25753,directed,1
61,25733,directed,1
61,27316,directed,1
61,29415,directed,1
61,27206,directed,1
61,28451,directed,1
61,25760,directed,1
61,25774,directed,1
61,25778,directed,1
61,26625,directed,1
4004,29416,directed,1
61,28662,directed,1
61,25756,directed,1
61,27206,directed,1
61,27206,directed,1
61,28098,directed,1
16,29417,directed,1
4005,26008,directed,1
61,25778,directed,1
2229,29418,directed,1
3290,29419,directed,1
61,25778,directed,1
4006,25713,directed,1
3282,29335,directed,1
61,25735,directed,1
61,28098,directed,1
4007,4007,directed,1
4008,25748,directed,1
2669,29420,directed,1
2175,27342,directed,1
3276,25748,directed,1
2,29421,directed,1
3282,29422,directed,1
61,25926,directed,1
61,25756,directed,1
3400,28595,directed,1
61,25683,directed,1
3400,29423,directed,1
4009,25774,directed,1
61,29424,directed,1
61,25868,directed,1
61,5893,directed,1
4010,28903,directed,1
61,28662,directed,1
4011,26210,directed,1
4012,29425,directed,1
2268,25714,directed,1
4013,29426,directed,1
117,117,directed,1
124,28184,directed,1
3414,25971,directed,1
2743,29427,directed,1
4014,29428,directed,1
61,29429,directed,1
61,29429,directed,1
61,26000,directed,1
61,3142,directed,1
117,29430,directed,1
2177,25882,directed,1
61,5893,directed,1
61,25756,directed,1
3416,29431,directed,1
61,3142,directed,1
3400,26232,directed,1
61,29432,directed,1
61,29432,directed,1
61,26602,directed,1
61,25748,directed,1
3400,26627,directed,1
61,28588,directed,1
61,25749,directed,1
61,25926,directed,1
61,29433,directed,1
4015,4015,directed,1
3753,29434,directed,1
61,25760,directed,1
61,25778,directed,1
61,9674,directed,1
3400,29435,directed,1
35,3247,directed,1
61,25733,directed,1
3400,28596,directed,1
61,25778,directed,1
2743,29436,directed,1
2980,28215,directed,1
4016,28764,directed,1
2698,29437,directed,1
2166,29438,directed,1
2266,26126,directed,1
2266,25743,directed,1
4017,2341,directed,1
3453,7715,directed,1
167,2800,directed,1
3954,29439,directed,1
4018,29440,directed,1
4019,25851,directed,1
4020,25781,directed,1
2166,25685,directed,1
2215,28017,directed,1
4021,29441,directed,1
2,28764,directed,1
3788,28917,directed,1
4022,29442,directed,1
4023,26126,directed,1
4024,2166,directed,1
4025,29443,directed,1
4026,26962,directed,1
4022,2192,directed,1
2192,29444,directed,1
188,29445,directed,1
2698,29446,directed,1
2266,27520,directed,1
2877,28764,directed,1
2266,28764,directed,1
4027,25833,directed,1
4028,25849,directed,1
4029,29447,directed,1
3359,29076,directed,1
2877,27520,directed,1
4030,28764,directed,1
4019,29448,directed,1
118,25821,directed,1
3872,28764,directed,1
4031,29449,directed,1
4032,27335,directed,1
3378,29450,directed,1
118,28764,directed,1
3416,27048,directed,1
2192,26237,directed,1
4033,29451,directed,1
2980,29452,directed,1
4034,29453,directed,1
3364,26126,directed,1
2217,25850,directed,1
118,73,directed,1
2980,29452,directed,1
2980,29452,directed,1
2877,29454,directed,1
4034,28414,directed,1
2256,25886,directed,1
4035,25886,directed,1
4036,29455,directed,1
2900,29456,directed,1
2,29457,directed,1
4035,29458,directed,1
2941,25758,directed,1
4037,28594,directed,1
2192,29176,directed,1
2,25882,directed,1
4038,28764,directed,1
1599,29459,directed,1
2266,25743,directed,1
4039,25743,directed,1
4040,25685,directed,1
138,25743,directed,1
171,28764,directed,1
76,29460,directed,1
2192,25807,directed,1
4041,25868,directed,1
51,28764,directed,1
4042,29461,directed,1
51,28764,directed,1
166,166,directed,1
3331,28764,directed,1
2941,28764,directed,1
61,25735,directed,1
4043,25733,directed,1
359,29462,directed,1
4044,29463,directed,1
52,28431,directed,1
3273,26852,directed,1
3292,25851,directed,1
61,25735,directed,1
4045,29464,directed,1
4046,29465,directed,1
61,28614,directed,1
2978,25778,directed,1
4047,29466,directed,1
61,25683,directed,1
3328,3328,directed,1
